"","Event","t2","s1","s2","totSamp","na.rm","year","totCatch","length","t1","sTot","sCPM"
"404","2013T04019",0,0,0,199.722902,TRUE,2013,178,0.5,0,0,0
"405","2013T04020",0,0,0,195.168999,TRUE,2013,179,0.51,0,0,0
"406","2013T04021",45.157,0,0,216.083,TRUE,2013,619,0.54,402.917,0,0
"407","2013T04022",0,0,0,278.280874,TRUE,2013,260,0.52,0,0,0
"408","2013T04023",42.93,0,0,391.343991,TRUE,2013,425,0.54,33.656009,0,0
"409","2013T04025",28.609,0,0,174.685034,TRUE,2013,267,0.48,92.314966,0,0
"410","2013T04026",45.978,0,0,118.448,TRUE,2013,301,0.46,182.552,0,0
"411","2013T04027",64.112,0,0,197.241999,TRUE,2013,1228,0.47,1030.758001,0,0
"412","2013T04028",38.603,0,0,150.913,TRUE,2013,248,0.55,97.087,0,0
"413","2013T04029",90.385,0,0,321.092943,TRUE,2013,1233,0.46,911.907057,0,0
"414","2013T04030",45.59,0,0,247.89,TRUE,2013,372,0.4,124.11,0,0
"415","2013T04031",48.58,0,0,386.24,TRUE,2013,496,0.49,109.76,0,0
"416","2013T04032",43.981,0,0,149.351,TRUE,2013,177,0.5,27.649,0,0
"417","2013T04033",45.292,0,0,174.50368,TRUE,2013,245,0.51,70.49632,0,0
"418","2013T04034",29.17,0,0,73.229999,TRUE,2013,212,0.54,138.770001,0,0
"419","2013T04035",27.686,0,0,157.484883,TRUE,2013,272,0.53,114.515117,0,0
"420","2013T04036",39.443,0,0,262.049,TRUE,2013,433,0.55,170.951,0,0
"421","2013T04037",49.932,0,0,321.454978,TRUE,2013,866,0.51,544.545022,0,0
"422","2013T04038",35.092,0,0,295.779536,TRUE,2013,444,0.51,148.220464,0,0
"423","2013T04039",43.5,0,0,98.781,TRUE,2013,171,0.48,72.219,0,0
"424","2013T04040",33.812,0,0,221.77446,TRUE,2013,342,0.5,120.22554,0,0
"425","2017T04001",44.5,0.96,0,182.29,TRUE,2017,350,0.503848,167.71,0.96,1.90533653006462
"426","2017T04002",42.53,0,0,121.74,TRUE,2017,468,0.503906,346.26,0,0
"427","2017T04003",58.11,0.59,0,768.29,TRUE,2017,1105,0.501575,336.71,0.59,1.17629467178388
"428","2017T04004",43.23,2.64,0,89.79,TRUE,2017,209,0.497006,119.21,2.64,5.31180710092031
"429","2017T04005",41.1,0.51,0,54.246,TRUE,2017,114,0.504284,59.754,0.51,1.01133488272481
"430","2017T04006",33.89,0,0,44.997,TRUE,2017,99,0.506234,54.003,0,0
"431","2017T04007",39.5,0,0,67.55,TRUE,2017,135,0.508004,67.45,0,0
"432","2017T04008",39.092,1.43,0,90.762,TRUE,2017,223,0.505555,132.238,1.43,2.8285745368951
"433","2017T04009",30.868,0,0,49.9,TRUE,2017,132,0.494039,82.1,0,0
"434","2017T04010",49.96,0.75,0,NA,TRUE,2017,562,0.496675,0,0.75,1.51004177782252
"435","2017T04011",40.02,0.6,0,1062.943,TRUE,2017,1178,0.510357,115.057,0.6,1.17564763489087
"436","2017T04012",47.208,8.1,0,216.369,TRUE,2017,528,0.504755,311.631,8.1,16.0473893274955
"437","2017T04013",57.17,5.1,0,336.73,TRUE,2017,695,0.500778,358.27,5.1,10.1841534572206
"438","2017T04014",50.058,6.2,0,1241.298,TRUE,2017,1484.846153,0.50831,243.548153,6.2,12.1972811866774
"439","2017T04015",60.775,30.4,0,1150.818,TRUE,2017,1400,0.503098,249.182,30.4,60.4256029640348
"440","2017T04016",47.62,40.9,0,393.455,TRUE,2017,608,0.495631,214.545,40.9,82.5210691018116
"441","2017T04017",48.511,0,0,185.671,TRUE,2017,352,0.492028,166.329,0,0
"442","2017T04018",39.6,0.64,0,103.85,TRUE,2017,437,0.499584,333.15,0.64,1.28106584678452
"443","2017T04019",88.241,0,0,107.058,TRUE,2017,499,0.495396,391.942,0,0
"444","2017T04020",48.44,1.5,0,185.712,TRUE,2017,1076,0.501626,890.288,1.5,2.99027562367182
"445","2017T04021",46.774,0,0,84.784,TRUE,2017,543,0.494859,458.216,0,0
"446","2017T04023",54.04,7.5,0,241.38,TRUE,2017,498,0.495873,256.62,7.5,15.1248404329334
"447","2017T04025",71.975,10.9,0,430.439,TRUE,2017,884,0.491955,453.561,10.9,22.1564980536838
"448","2017T04026",56.44,19,0,762.698,TRUE,2017,653,0.495454,0,19,38.3486660719259
"449","2017T04027",45.04,6.5,0,387.988,TRUE,2017,625,0.496539,237.012,6.5,13.0906132247417
"450","2017T04028",46.55,0.72,0,327.07,TRUE,2017,297,0.51234,0,0.72,1.40531678182457
"451","2017T04029",53.212,1.2,0,130.966,TRUE,2017,493,0.500456,362.034,1.2,2.39781319436674
"452","2017T04030",31.22,1.95,0,215.108,TRUE,2017,457,0.502152,241.892,1.95,3.88328633561153
"453","2017T04031",55.062,2.236,0,146.286,TRUE,2017,616,0.500511,469.714,2.236,4.46743428216363
"454","2017T04032",80.966,2.72,0,207.065,TRUE,2017,569,0.499246,361.935,2.72,5.44821590959166
"455","2017T04033",57.82,0,0,399.35,TRUE,2017,304,0.499217,0,0,0
"456","2017T04034",53.431,0.76,0,206.481,TRUE,2017,293,0.498985,86.519,0.76,1.52309187650931
"457","2017T04035",82.18,0,0,167.83,TRUE,2017,191,0.502647,23.17,0,0
"458","2017T04036",0,0,0,200.32,TRUE,2017,191,0.2019,0,0,0
"459","2017T04037",52.43,3.1,0,186.85,TRUE,2017,357,0.499453,170.15,3.1,6.20679022850999
"460","2017T04038",49.066,3.84,0,361.786,TRUE,2017,515,0.499485,153.214,3.84,7.6879185561128
"461","2017T04039",44.581,0,0,176.361,TRUE,2017,245,0.489802,68.639,0,0
"462","2017T04040",40.072,0,0,412.752,TRUE,2017,392,0.4967,0,0,0
